timestamp,pump_id,flow_m3h,discharge_pressure_bar,suction_pressure_bar,rpm,motor_power_kw,vibration_mm_s,bearing_temp_c,displacement_um,status
2027-07-01T00:15:00,PU-210J,43.6,2.97,0.85,1476.3,18.6,1.84,56.2,40.6,alarm
2027-07-01T00:15:00,PU-211K,168.6,5.98,2.8,1512.8,58.22,2.51,64.0,47.6,running
2027-07-01T00:15:00,PU-212L,279.22,9.84,6.02,1538.6,103.46,2.68,61.5,53.0,running
2027-07-01T00:30:00,PU-201A,181.41,5.3,1.7,1518.1,37.64,2.52,63.1,41.2,running
2027-07-01T00:30:00,PU-202B,162.6,5.59,2.71,1445.3,40.79,2.31,62.8,41.0,running
2027-07-01T00:30:00,PU-203C,225.99,7.78,4.43,1470.8,66.7,1.9,60.8,47.4,running
2027-07-01T00:30:00,PU-204A,177.19,6.21,3.83,1489.1,55.27,2.26,53.3,44.3,running
2027-07-01T00:30:00,PU-205D,164.66,5.22,2.07,1499.3,45.92,2.15,60.2,39.4,running
2027-07-01T00:30:00,PU-206E,129.0,4.02,1.93,1476.5,34.77,2.76,59.7,51.7,running
2027-07-01T00:30:00,PU-207F,245.01,7.41,4.78,1540.1,84.84,1.85,56.2,54.3,running
2027-07-01T00:30:00,PU-208G,194.98,7.11,4.35,1532.9,65.54,2.5,52.6,30.7,running
2027-07-01T00:30:00,PU-209H,106.99,5.24,3.64,1496.9,62.16,2.88,63.3,33.8,running
2027-07-01T00:30:00,PU-210J,61.41,3.59,0.05,1459.8,22.1,2.49,63.8,43.3,alarm
2027-07-01T00:30:00,PU-211K,195.43,6.33,3.26,1472.6,55.39,1.94,58.2,47.5,running
2027-07-01T00:30:00,PU-212L,189.2,8.81,6.51,1524.3,89.1,2.5,59.5,36.0,running
2027-07-01T00:45:00,PU-201A,0.0,5.17,1.94,0.0,0.0,2.05,55.9,40.9,trip
2027-07-01T00:45:00,PU-202B,146.68,5.37,1.31,1454.9,31.99,2.14,54.6,38.7,running
2027-07-01T00:45:00,PU-203C,151.36,6.63,4.61,1516.0,73.78,1.74,57.8,26.7,running
2027-07-01T00:45:00,PU-204A,214.08,6.42,2.6,1537.2,53.42,2.24,60.5,50.7,running
2027-07-01T00:45:00,PU-205D,153.99,5.68,1.88,1472.5,41.52,2.11,63.5,50.0,running
2027-07-01T00:45:00,PU-206E,101.79,4.74,0.96,1489.7,32.25,2.35,57.7,38.1,running
2027-07-01T00:45:00,PU-207F,178.79,7.79,5.55,1485.2,70.99,2.1,53.9,44.1,running
2027-07-01T00:45:00,PU-208G,148.11,6.94,3.94,1472.3,65.7,1.9,55.6,46.8,running
2027-07-01T00:45:00,PU-209H,172.51,5.84,2.25,1453.3,60.44,2.04,57.9,39.2,running
2027-07-01T00:45:00,PU-210J,74.29,3.49,0.64,1462.8,26.13,2.85,65.1,43.3,running
2027-07-01T00:45:00,PU-211K,0.0,5.97,3.58,0.0,0.0,2.02,64.0,17.5,maintenance
2027-07-01T00:45:00,PU-212L,220.3,9.08,6.05,1509.9,96.15,1.78,56.7,60.1,running
2027-07-01T01:00:00,PU-201A,150.28,5.46,2.37,1491.6,36.39,2.35,64.2,36.2,running
2027-07-01T01:00:00,PU-202B,17.96,4.93,2.52,1457.8,8.94,2.71,57.9,33.1,standby
2027-07-01T01:00:00,PU-203C,197.67,7.35,3.23,1485.9,64.62,2.63,65.5,47.9,running
2027-07-01T01:00:00,PU-204A,0.0,5.95,2.97,0.0,0.0,1.74,57.5,52.2,maintenance
2027-07-01T01:00:00,PU-205D,100.57,3.97,2.37,1494.5,37.64,2.14,59.8,37.0,running
2027-07-01T01:00:00,PU-206E,88.97,4.27,2.34,1501.5,33.51,2.73,54.0,36.4,running
2027-07-01T01:00:00,PU-207F,226.66,7.85,4.79,1538.7,75.83,2.41,56.7,47.9,running
2027-07-01T01:00:00,PU-208G,213.93,6.72,3.97,1543.5,69.99,1.71,57.6,48.5,running
2027-07-01T01:00:00,PU-209H,158.92,6.07,3.01,1529.7,60.12,2.88,65.9,26.3,running
2027-07-01T01:00:00,PU-210J,82.65,3.32,0.41,1450.2,23.43,1.8,58.9,46.5,running
2027-07-01T01:00:00,PU-211K,179.34,6.2,3.16,1465.8,51.1,2.48,59.7,46.6,running
2027-07-01T01:00:00,PU-212L,235.45,8.85,6.46,1513.0,83.14,2.86,54.1,53.5,running
2027-07-01T01:15:00,PU-201A,14.68,5.33,3.3,1479.8,11.35,2.01,59.2,34.8,standby
2027-07-01T01:15:00,PU-202B,152.31,4.94,1.62,1451.1,34.78,2.69,56.7,48.3,running
2027-07-01T01:15:00,PU-203C,201.25,7.09,3.99,1542.7,78.03,2.35,57.4,53.1,running
2027-07-01T01:15:00,PU-204A,202.34,6.63,3.41,1529.8,46.04,2.16,52.5,48.7,running
2027-07-01T01:15:00,PU-205D,152.52,5.47,1.58,1486.1,44.18,2.44,56.8,39.8,running
2027-07-01T01:15:00,PU-206E,119.51,4.77,1.82,1469.9,35.38,2.85,54.8,40.6,running
2027-07-01T01:15:00,PU-207F,246.99,8.11,4.42,1519.5,82.58,2.89,59.6,45.1,running
2027-07-01T01:15:00,PU-208G,90.51,7.37,3.95,875.2,36.05,2.19,53.7,31.5,startup
2027-07-01T01:15:00,PU-209H,162.37,5.59,3.37,1524.7,68.3,1.73,56.6,42.2,running
2027-07-01T01:15:00,PU-210J,110.14,3.3,0.05,1446.7,21.35,2.22,60.0,37.6,running
2027-07-01T01:15:00,PU-211K,196.89,5.8,2.71,1515.7,54.41,1.73,57.4,33.3,running
2027-07-01T01:15:00,PU-212L,25.29,9.21,6.58,1529.5,26.98,1.89,62.2,38.4,standby
2027-07-01T01:30:00,PU-201A,185.94,5.18,2.23,1461.8,41.97,2.5,59.8,40.3,running
2027-07-01T01:30:00,PU-202B,119.7,4.46,2.43,1484.0,31.75,2.0,58.5,39.7,running
2027-07-01T01:30:00,PU-203C,140.53,6.86,4.9,1488.9,66.86,1.72,61.9,62.3,running
2027-07-01T01:30:00,PU-204A,0.0,6.28,3.1,0.0,0.0,1.98,59.3,27.3,maintenance
2027-07-01T01:30:00,PU-205D,150.28,4.65,2.18,1504.5,48.16,1.78,57.3,34.8,running
2027-07-01T01:30:00,PU-206E,131.27,4.69,1.02,1475.3,27.38,2.81,51.3,53.0,running
2027-07-01T01:30:00,PU-207F,252.14,8.01,5.29,1535.9,86.71,1.74,53.7,44.5,running
2027-07-01T01:30:00,PU-208G,225.34,8.01,3.99,1484.7,68.41,2.52,56.0,42.1,running
2027-07-01T01:30:00,PU-209H,0.0,6.23,3.25,0.0,0.0,2.73,57.3,42.1,trip
2027-07-01T01:30:00,PU-210J,115.38,3.43,0.85,1503.3,19.36,2.84,55.3,26.4,running
2027-07-01T01:30:00,PU-211K,85.68,4.97,3.09,1538.1,41.63,2.08,57.4,17.6,alarm
2027-07-01T01:30:00,PU-212L,0.0,8.38,5.54,0.0,0.0,2.54,60.3,42.6,maintenance
2027-07-01T01:45:00,PU-201A,163.87,6.49,3.06,1476.6,47.67,2.82,64.0,42.3,running
2027-07-01T01:45:00,PU-202B,97.27,5.32,3.21,1510.6,30.91,2.23,65.5,46.5,running
2027-07-01T01:45:00,PU-203C,151.41,6.94,4.73,1529.7,66.21,2.71,56.6,27.5,running
2027-07-01T01:45:00,PU-204A,180.09,6.31,3.69,1496.7,55.31,2.01,60.9,31.5,running
2027-07-01T01:45:00,PU-205D,93.87,4.66,1.05,1488.2,30.69,1.93,54.2,46.2,alarm
2027-07-01T01:45:00,PU-206E,78.41,3.9,2.29,1449.0,30.02,1.78,59.5,42.5,running
2027-07-01T01:45:00,PU-207F,165.59,7.89,4.86,1531.1,62.98,2.87,65.0,35.8,alarm
2027-07-01T01:45:00,PU-208G,157.8,6.61,4.68,1478.1,59.16,2.75,54.3,48.5,running
2027-07-01T01:45:00,PU-209H,146.08,5.62,3.41,1526.1,70.85,2.74,57.6,46.2,running
2027-07-01T01:45:00,PU-210J,109.95,3.59,0.64,1484.8,22.29,2.84,61.1,51.9,running
2027-07-01T01:45:00,PU-211K,172.71,6.06,2.36,1526.1,56.08,1.81,57.3,42.2,running
2027-07-01T01:45:00,PU-212L,214.04,8.52,5.94,1496.0,85.49,2.06,56.7,30.2,running
2027-07-01T02:00:00,PU-201A,117.32,5.11,3.08,1498.7,39.62,1.98,62.3,43.3,running
2027-07-01T02:00:00,PU-202B,146.61,4.48,1.39,1451.1,29.44,2.19,65.2,36.8,running
2027-07-01T02:00:00,PU-203C,210.81,6.4,4.65,1516.1,59.31,2.74,63.9,43.4,running
2027-07-01T02:00:00,PU-204A,186.72,5.81,2.61,1513.9,53.97,2.67,53.3,48.7,running
2027-07-01T02:00:00,PU-205D,0.0,5.56,1.88,0.0,0.0,1.91,62.3,39.0,trip
2027-07-01T02:00:00,PU-206E,139.89,5.1,1.33,1474.9,34.65,2.13,55.3,41.9,running
2027-07-01T02:00:00,PU-207F,296.39,7.92,5.25,1535.1,85.44,2.87,53.3,42.2,running
2027-07-01T02:00:00,PU-208G,198.25,6.74,3.08,1463.0,65.99,1.93,57.1,29.0,running
2027-07-01T02:00:00,PU-209H,147.14,6.41,2.75,1511.6,69.37,1.7,62.2,35.9,running
2027-07-01T02:00:00,PU-210J,71.74,3.58,0.97,1459.8,21.84,2.67,55.1,38.5,running
2027-07-01T02:00:00,PU-211K,116.46,5.92,3.71,1461.9,55.27,2.52,61.0,34.5,running
2027-07-01T02:00:00,PU-212L,0.0,8.63,6.94,0.0,0.0,2.5,59.2,44.2,maintenance
2027-07-01T02:15:00,PU-201A,98.54,5.66,2.3,1475.7,42.72,2.29,65.5,28.7,alarm
2027-07-01T02:15:00,PU-202B,158.39,4.87,1.63,1514.4,31.8,2.08,58.9,38.7,running
2027-07-01T02:15:00,PU-203C,216.61,6.95,4.52,1469.9,69.3,2.23,65.8,29.7,running
2027-07-01T02:15:00,PU-204A,207.95,6.19,3.13,1470.8,57.62,2.4,53.6,42.4,running
2027-07-01T02:15:00,PU-205D,146.6,4.69,1.01,1491.3,43.2,2.46,58.9,43.0,running
2027-07-01T02:15:00,PU-206E,119.91,4.82,2.09,1447.6,34.93,2.07,50.8,48.7,running
2027-07-01T02:15:00,PU-207F,288.48,7.95,4.05,1518.0,69.23,1.97,59.3,51.7,running
2027-07-01T02:15:00,PU-208G,205.15,7.31,4.41,1467.3,79.51,2.74,58.3,59.3,running
2027-07-01T02:15:00,PU-209H,0.0,5.82,3.27,0.0,0.0,1.78,64.1,41.3,trip
2027-07-01T02:15:00,PU-210J,0.0,3.08,1.16,0.0,0.0,1.94,60.7,43.9,trip
2027-07-01T02:15:00,PU-211K,187.75,6.29,2.64,1466.3,63.22,2.4,61.7,50.9,running
2027-07-01T02:15:00,PU-212L,187.08,8.84,6.67,1485.0,95.05,2.4,53.0,43.0,running
2027-07-01T02:30:00,PU-201A,67.4,5.37,1.89,929.6,18.92,2.04,65.3,33.0,startup
2027-07-01T02:30:00,PU-202B,16.14,4.85,1.1,1496.2,9.21,1.77,54.9,48.3,standby
2027-07-01T02:30:00,PU-203C,211.19,7.38,3.99,1465.8,71.64,2.65,56.4,38.1,running
2027-07-01T02:30:00,PU-204A,24.43,6.4,2.68,1470.5,16.31,2.47,55.0,38.6,standby
2027-07-01T02:30:00,PU-205D,123.04,5.01,2.07,1498.0,40.86,2.07,58.7,40.8,running
2027-07-01T02:30:00,PU-206E,135.95,4.78,2.19,1478.1,33.64,2.07,56.1,44.4,running
2027-07-01T02:30:00,PU-207F,276.41,8.11,5.09,1479.9,85.09,2.13,56.2,48.2,running
2027-07-01T02:30:00,PU-208G,77.59,7.62,4.18,876.7,32.14,2.49,55.9,33.5,startup
2027-07-01T02:30:00,PU-209H,160.98,6.24,3.29,1458.0,63.31,2.78,63.2,29.5,running
2027-07-01T02:30:00,PU-210J,93.76,2.91,0.05,1460.5,20.44,1.72,54.9,54.9,running
2027-07-01T02:30:00,PU-211K,16.06,6.03,3.5,1475.7,14.79,2.36,55.8,31.1,standby
2027-07-01T02:30:00,PU-212L,31.06,9.34,5.69,1488.0,31.89,2.06,51.7,37.5,standby
2027-07-01T02:45:00,PU-201A,0.0,5.91,3.25,0.0,0.0,2.48,62.1,53.3,trip
2027-07-01T02:45:00,PU-202B,0.0,5.11,1.46,0.0,0.0,2.37,60.7,46.9,maintenance
2027-07-01T02:45:00,PU-203C,213.96,6.07,4.43,1472.4,74.85,1.79,63.0,40.8,running
2027-07-01T02:45:00,PU-204A,192.48,6.13,2.64,1512.9,58.62,2.24,59.2,42.8,running
2027-07-01T02:45:00,PU-205D,0.0,4.74,2.2,0.0,0.0,2.72,52.2,41.9,trip
2027-07-01T02:45:00,PU-206E,75.03,3.31,1.55,1529.7,26.82,1.85,55.8,55.7,alarm
2027-07-01T02:45:00,PU-207F,197.06,7.66,5.61,1531.7,68.17,2.66,58.4,45.0,running
2027-07-01T02:45:00,PU-208G,168.22,6.62,4.57,1530.3,79.92,2.2,54.8,42.7,running
2027-07-01T02:45:00,PU-209H,110.52,5.24,2.84,1441.4,58.72,1.85,64.9,44.7,running
2027-07-01T02:45:00,PU-210J,96.86,3.06,0.73,1454.7,24.41,1.7,57.6,37.7,running
2027-07-01T02:45:00,PU-211K,184.59,6.26,3.15,1489.3,56.74,2.18,60.6,57.4,running
2027-07-01T02:45:00,PU-212L,217.28,9.21,6.49,1460.4,93.2,1.96,61.7,35.4,running
2027-07-01T03:00:00,PU-201A,171.56,4.96,2.01,1520.7,36.45,2.69,59.6,52.2,running
2027-07-01T03:00:00,PU-202B,15.76,4.09,2.26,1518.8,8.31,1.91,59.8,32.6,standby
2027-07-01T03:00:00,PU-203C,246.91,7.17,3.09,1535.9,65.69,2.61,59.8,48.5,running
2027-07-01T03:00:00,PU-204A,208.65,7.24,3.26,1507.5,53.64,1.84,60.0,45.6,running
2027-07-01T03:00:00,PU-205D,134.33,4.81,1.41,1508.9,39.49,2.88,53.1,47.9,running
2027-07-01T03:00:00,PU-206E,122.52,5.0,1.81,1479.7,39.36,2.73,52.8,41.9,running
2027-07-01T03:00:00,PU-207F,254.66,8.57,5.53,1503.7,80.94,2.04,63.9,29.4,running
2027-07-01T03:00:00,PU-208G,157.69,7.03,4.29,1481.2,67.39,1.84,55.2,40.0,running
2027-07-01T03:00:00,PU-209H,173.03,5.96,2.57,1496.4,62.86,2.34,57.1,38.6,running
2027-07-01T03:00:00,PU-210J,75.72,3.31,1.27,1496.4,23.85,2.0,60.9,24.0,running
2027-07-01T03:00:00,PU-211K,113.03,5.38,1.78,1503.5,46.09,2.71,58.5,50.3,alarm
2027-07-01T03:00:00,PU-212L,266.03,9.45,5.92,1544.1,86.04,1.79,60.6,41.7,running
2027-07-01T03:15:00,PU-201A,124.22,4.59,3.19,1464.0,41.74,2.1,60.4,42.3,running
2027-07-01T03:15:00,PU-202B,162.71,5.28,2.01,1496.7,27.92,2.24,56.2,41.4,running
2027-07-01T03:15:00,PU-203C,241.01,7.3,3.35,1506.8,59.06,2.58,64.2,39.9,running
2027-07-01T03:15:00,PU-204A,193.05,6.12,2.81,1533.3,47.42,2.7,53.4,40.5,running
2027-07-01T03:15:00,PU-205D,125.41,4.88,1.15,1455.0,39.61,2.27,54.7,51.7,running
2027-07-01T03:15:00,PU-206E,0.0,4.5,1.31,0.0,0.0,2.86,60.4,52.8,maintenance
2027-07-01T03:15:00,PU-207F,256.32,8.08,5.38,1538.1,81.63,2.81,54.6,49.6,running
2027-07-01T03:15:00,PU-208G,229.19,6.56,3.24,1515.2,65.77,2.07,50.5,33.8,running
2027-07-01T03:15:00,PU-209H,131.69,5.41,3.45,1518.8,51.85,2.07,64.8,45.3,running
2027-07-01T03:15:00,PU-210J,65.15,2.96,0.05,1504.0,16.63,2.48,56.7,52.8,alarm
2027-07-01T03:15:00,PU-211K,179.22,6.62,3.31,1484.2,58.91,2.47,60.4,38.4,running
2027-07-01T03:15:00,PU-212L,164.48,8.76,6.1,1510.1,73.18,2.84,56.1,37.1,alarm
2027-07-01T03:30:00,PU-201A,155.58,4.96,2.12,1476.5,39.13,2.3,64.2,40.0,running
2027-07-01T03:30:00,PU-202B,149.78,4.72,1.42,1483.4,35.62,2.04,64.5,36.3,running
2027-07-01T03:30:00,PU-203C,244.15,6.85,3.02,1461.6,75.35,1.83,63.2,32.9,running
2027-07-01T03:30:00,PU-204A,188.03,7.19,3.51,1472.8,56.9,2.55,54.1,38.9,running
2027-07-01T03:30:00,PU-205D,149.63,5.45,2.08,1516.4,43.1,2.03,58.7,43.3,running
2027-07-01T03:30:00,PU-206E,122.0,4.97,1.92,1458.3,30.09,2.52,60.1,54.5,running
2027-07-01T03:30:00,PU-207F,136.33,8.02,4.66,1522.3,65.52,2.56,57.9,44.8,alarm
2027-07-01T03:30:00,PU-208G,124.39,6.61,4.68,1489.8,72.67,2.31,54.4,47.9,running
2027-07-01T03:30:00,PU-209H,124.27,6.18,3.28,1510.6,58.43,2.43,58.9,46.8,running
2027-07-01T03:30:00,PU-210J,83.67,3.25,0.63,1457.3,24.15,1.97,59.7,34.4,running
2027-07-01T03:30:00,PU-211K,78.83,6.37,3.57,889.1,30.61,2.75,59.5,24.7,startup
2027-07-01T03:30:00,PU-212L,181.95,8.22,6.34,1477.6,89.78,1.7,54.8,42.5,running
2027-07-01T03:45:00,PU-201A,156.21,5.24,2.13,1529.0,42.13,2.15,61.9,39.6,running
2027-07-01T03:45:00,PU-202B,137.29,4.79,2.48,1487.9,34.23,2.31,55.3,44.8,running
2027-07-01T03:45:00,PU-203C,227.19,7.05,4.35,1503.6,56.57,2.79,62.6,22.6,running
2027-07-01T03:45:00,PU-204A,140.49,6.04,3.74,1533.3,53.44,1.78,58.0,36.7,running
2027-07-01T03:45:00,PU-205D,151.59,4.3,2.23,1475.8,40.73,2.81,59.6,37.2,running
2027-07-01T03:45:00,PU-206E,10.81,3.92,1.79,1476.3,10.43,2.16,56.0,49.2,standby
2027-07-01T03:45:00,PU-207F,272.21,8.21,5.41,1469.5,82.32,2.35,61.4,36.0,running
2027-07-01T03:45:00,PU-208G,164.63,6.77,3.98,1490.9,71.61,1.91,53.7,38.0,running
2027-07-01T03:45:00,PU-209H,172.13,5.98,2.87,1475.8,68.76,2.71,61.3,39.8,running
2027-07-01T03:45:00,PU-210J,114.76,4.01,0.05,1527.0,21.1,2.59,63.3,37.7,running
2027-07-01T03:45:00,PU-211K,202.15,6.68,3.45,1469.4,60.01,1.86,66.8,38.0,running
2027-07-01T03:45:00,PU-212L,252.77,8.54,5.15,1543.2,95.14,2.57,53.8,54.2,running
2027-07-01T04:00:00,PU-201A,70.85,4.38,2.34,1487.3,28.17,2.33,58.6,45.4,alarm
2027-07-01T04:00:00,PU-202B,153.76,5.9,1.86,1484.7,37.79,2.41,63.0,46.1,running
2027-07-01T04:00:00,PU-203C,161.8,6.06,4.84,1525.6,61.11,2.52,61.5,43.3,running
2027-07-01T04:00:00,PU-204A,138.52,6.09,4.28,1495.7,53.67,1.81,58.1,38.4,running
2027-07-01T04:00:00,PU-205D,163.2,4.28,1.83,1494.3,37.24,1.99,60.7,30.8,running
2027-07-01T04:00:00,PU-206E,124.79,4.38,0.99,1466.0,34.02,2.01,52.2,33.2,running
2027-07-01T04:00:00,PU-207F,259.49,7.62,4.83,1511.9,81.54,2.2,55.3,40.2,running
2027-07-01T04:00:00,PU-208G,239.42,7.25,4.09,1483.8,77.17,2.33,51.4,40.5,running
2027-07-01T04:00:00,PU-209H,57.12,5.64,2.72,911.1,34.56,2.83,54.6,43.3,startup
2027-07-01T04:00:00,PU-210J,71.25,3.86,0.7,1452.7,22.35,2.42,61.2,56.6,running
2027-07-01T04:00:00,PU-211K,174.65,5.99,2.82,1509.5,55.91,2.71,57.0,45.6,running
2027-07-01T04:00:00,PU-212L,279.36,8.43,6.08,1546.6,87.51,1.87,53.4,46.5,running
2027-07-01T04:15:00,PU-201A,13.77,5.22,3.04,1450.5,10.98,1.95,60.5,50.6,standby
2027-07-01T04:15:00,PU-202B,76.56,4.2,0.89,1442.0,24.17,2.72,54.7,39.8,alarm
2027-07-01T04:15:00,PU-203C,257.61,6.21,3.95,1541.5,61.1,2.02,55.7,37.2,running
2027-07-01T04:15:00,PU-204A,183.51,5.5,2.67,1546.8,50.21,2.09,54.0,25.1,running
2027-07-01T04:15:00,PU-205D,157.06,4.43,2.04,1529.3,35.63,2.76,54.5,29.5,running
2027-07-01T04:15:00,PU-206E,129.08,3.71,1.99,1513.9,36.7,2.63,51.2,37.6,running
2027-07-01T04:15:00,PU-207F,225.85,8.5,5.54,1462.9,66.29,2.75,53.6,41.2,running
2027-07-01T04:15:00,PU-208G,143.15,6.88,4.01,1542.8,71.87,1.71,55.9,28.7,running
2027-07-01T04:15:00,PU-209H,17.46,5.47,2.67,1501.7,15.09,2.59,57.0,32.1,standby
2027-07-01T04:15:00,PU-210J,74.12,2.92,1.19,1470.5,20.58,2.06,58.5,41.3,running
2027-07-01T04:15:00,PU-211K,113.32,6.31,2.74,1532.6,49.93,2.64,61.7,34.1,alarm
2027-07-01T04:15:00,PU-212L,315.86,9.53,5.92,1507.4,86.26,2.04,51.7,51.9,running
2027-07-01T04:30:00,PU-201A,172.47,5.64,2.53,1481.6,43.2,2.67,62.1,30.3,running
2027-07-01T04:30:00,PU-202B,140.16,5.86,1.45,1508.0,27.86,1.77,63.6,24.4,running
2027-07-01T04:30:00,PU-203C,156.78,6.49,4.86,1472.2,62.75,2.55,60.1,37.3,running
2027-07-01T04:30:00,PU-204A,17.18,5.52,3.69,1495.2,14.72,2.01,61.4,34.8,standby
2027-07-01T04:30:00,PU-205D,113.21,4.55,2.91,1471.8,39.13,1.78,60.0,61.4,running
2027-07-01T04:30:00,PU-206E,37.09,4.68,2.06,922.9,15.91,2.63,61.0,54.9,startup
2027-07-01T04:30:00,PU-207F,290.59,7.54,4.28,1527.0,76.61,2.08,55.7,33.5,running
2027-07-01T04:30:00,PU-208G,147.63,6.65,4.57,1464.2,64.89,1.98,53.8,42.5,running
2027-07-01T04:30:00,PU-209H,12.87,5.61,3.42,1459.5,18.05,2.88,61.6,38.4,standby
2027-07-01T04:30:00,PU-210J,13.46,3.3,0.12,1511.3,7.17,2.66,60.8,30.7,standby
2027-07-01T04:30:00,PU-211K,81.18,5.73,3.12,1549.9,45.56,2.04,61.5,39.2,alarm
2027-07-01T04:30:00,PU-212L,191.39,8.93,6.22,1503.2,75.17,2.16,63.2,45.7,running
2027-07-01T04:45:00,PU-201A,182.09,5.71,2.87,1446.2,48.24,2.82,53.8,52.0,running
2027-07-01T04:45:00,PU-202B,119.19,4.52,1.55,1524.4,35.64,2.65,62.1,57.5,running
2027-07-01T04:45:00,PU-203C,177.28,7.2,4.49,1474.1,58.76,2.61,64.1,35.6,running
2027-07-01T04:45:00,PU-204A,178.81,5.09,3.87,1468.9,51.61,1.97,62.7,37.2,running
2027-07-01T04:45:00,PU-205D,130.44,5.13,1.04,1528.3,32.1,2.45,58.8,48.3,running
2027-07-01T04:45:00,PU-206E,122.13,4.17,0.56,1505.9,37.47,2.04,58.8,32.9,running
2027-07-01T04:45:00,PU-207F,241.33,8.32,5.4,1516.5,82.86,2.37,54.0,51.5,running
2027-07-01T04:45:00,PU-208G,260.92,7.26,3.92,1510.0,79.68,2.8,57.0,49.2,running
2027-07-01T04:45:00,PU-209H,112.74,5.34,2.98,1470.6,57.87,2.1,56.2,28.8,running
2027-07-01T04:45:00,PU-210J,116.76,3.74,0.37,1469.4,24.82,2.1,61.9,40.9,running
2027-07-01T04:45:00,PU-211K,183.75,6.54,3.46,1529.1,66.24,2.12,59.0,44.9,running
2027-07-01T04:45:00,PU-212L,285.6,9.29,5.96,1487.8,99.25,2.64,61.6,53.2,running
2027-07-01T05:00:00,PU-201A,119.6,4.44,2.94,1474.4,35.77,2.74,64.3,33.4,running
2027-07-01T05:00:00,PU-202B,133.2,4.34,2.34,1460.8,34.05,2.52,61.9,36.8,running
2027-07-01T05:00:00,PU-203C,59.21,6.97,4.37,870.0,32.07,2.81,64.2,39.7,startup
2027-07-01T05:00:00,PU-204A,205.97,6.94,3.55,1528.6,52.32,2.78,54.6,30.4,running
2027-07-01T05:00:00,PU-205D,143.09,4.53,1.26,1451.4,37.38,2.81,55.0,25.5,running
2027-07-01T05:00:00,PU-206E,0.0,3.55,2.0,0.0,0.0,2.35,61.7,36.9,maintenance
2027-07-01T05:00:00,PU-207F,245.87,7.84,5.52,1491.1,71.11,1.92,61.1,47.0,running
2027-07-01T05:00:00,PU-208G,227.42,5.94,3.15,1465.4,71.18,2.7,55.9,42.1,running
2027-07-01T05:00:00,PU-209H,161.39,5.93,2.99,1458.7,70.31,2.01,61.9,61.3,running
2027-07-01T05:00:00,PU-210J,12.58,4.3,0.64,1515.6,7.29,2.88,62.2,49.6,standby
2027-07-01T05:00:00,PU-211K,0.0,5.7,2.67,0.0,0.0,1.83,61.1,38.7,trip
2027-07-01T05:00:00,PU-212L,30.09,8.71,6.05,1484.5,23.6,2.59,52.3,38.5,standby
2027-07-01T05:15:00,PU-201A,126.97,5.22,2.91,1505.5,40.28,1.97,53.5,50.9,running
2027-07-01T05:15:00,PU-202B,136.53,5.67,1.3,1523.2,28.09,2.21,63.1,44.6,running
2027-07-01T05:15:00,PU-203C,237.12,6.84,3.5,1527.3,64.87,1.87,63.0,40.6,running
